area_type,availability,location,size,total_sqft,bath,balcony,price,Distance_to_nearest_MRT_station_m
Plot  Area,Ready To Move,Naganathapura,1 Bedroom,600.0,1.0,0.0,33.0,6820.54
Built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,1569.0,3.0,0.0,70.0,9244.52
Built-up  Area,18-Dec,"Off Sarjapur Road,",3 Bedroom,2600.0,3.0,2.0,147.0,6748.65
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,645.0,1.0,0.0,42.5,1452.31
Plot  Area,Ready To Move,Nagarbhavi Garden Villas Layout,4 Bedroom,1200.0,3.0,1.0,180.0,7576.45
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,800.0,3.0,0.0,95.0,5709.35
Built-up  Area,Ready To Move,Mico Layout,2 Bedroom,800.0,2.0,1.0,80.0,7530.56
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1350.0,2.0,1.0,90.0,853.72
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,2780.0,4.0,1.0,325.0,3378.33
Super built-up  Area,18-Mar,Rajarajeshwari Nagara,3 BHK,1410.0,2.0,2.0,45.12,6200.61
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1109.0,2.0,1.0,35.47,1459.55
Super built-up  Area,Ready To Move,Vasanth nagar,4 BHK,2000.0,3.0,2.0,1063.0,9214.72
Built-up  Area,Ready To Move,Agrahara Dasarahalli,1 BHK,800.0,1.0,0.0,72.0,3732.62
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1215.0,2.0,1.0,68.0,1787.18
Plot  Area,Ready To Move,Basaveshwara Nagar,8 Bedroom,1230.0,6.0,0.0,250.0,2420.09
Built-up  Area,Ready To Move,Prithvi Layout,3 Bedroom,2273.0,4.0,2.0,192.0,5758.59
Super built-up  Area,18-Aug,Varthur Road,2 BHK,1255.0,2.0,2.0,52.76,5216.22
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,1020.0,2.0,1.0,49.0,5801.09
Super built-up  Area,18-Jul,T R Mill Road,3 BHK,1225.0,2.0,2.0,82.0,4053.47
Super built-up  Area,Ready To Move,Singasandra,2 BHK,1120.0,2.0,1.0,60.0,6524.99
Plot  Area,Ready To Move,Victoria Layout,5 Bedroom,2400.0,5.0,3.0,625.0,8611.5
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1225.0,2.0,1.0,69.0,6090.74
Plot  Area,Ready To Move,Whitefield,4 Bedroom,5200.0,5.0,3.0,242.0,1388.74
Built-up  Area,Ready To Move,Indira Nagar,4 BHK,4000.0,4.0,1.0,700.0,8941.37
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1984.0,4.0,1.0,145.0,1647.27
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,2425.0,3.0,1.0,197.0,6433.18
Plot  Area,18-Sep,ITPL,3 Bedroom,1200.0,3.0,1.0,56.12,4803.87
Super built-up  Area,18-Aug,Bommasandra,2 BHK,1127.0,2.0,1.0,45.0,9194.49
Built-up  Area,18-Jun,Whitefield,3 BHK,1655.0,3.0,2.0,97.0,1492.42
Super built-up  Area,18-Aug,Ananth Nagar,1 BHK,500.0,1.0,1.0,14.0,4548.03
Plot  Area,18-Jul,Varthur,3 Bedroom,1200.0,3.0,1.0,68.38,2538.24
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1000.0,2.0,2.0,43.0,3606.27
Super built-up  Area,18-Jul,CV Raman Nagar,2 BHK,1225.0,2.0,2.0,47.88,852.97
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1350.0,2.0,2.0,45.0,9944.65
Plot  Area,18-Apr,Nagarbhavi,4 Bedroom,600.0,5.0,3.0,95.0,3912.46
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1175.0,2.0,3.0,49.0,8572.48
Super built-up  Area,Ready To Move,Sanne Amanikere,1 BHK,655.0,1.0,2.0,27.0,5763.43
Super built-up  Area,19-Mar,Hosa Road,3 BHK,1311.0,2.0,1.0,84.86,6445.51
Plot  Area,Ready To Move,Banashankari Stage VI,3 Bedroom,600.0,4.0,0.0,90.0,9164.55
Carpet  Area,Ready To Move,CV Raman Nagar,2 BHK,1000.0,2.0,1.0,38.5,1295.49
Super built-up  Area,Ready To Move,Indira Nagar Stage 2,2 BHK,1196.0,2.0,1.0,96.0,6762.46
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1050.0,2.0,1.0,59.0,859.16
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1275.0,2.0,2.0,52.0,3016.43
Carpet  Area,Ready To Move,Hommadevanahalli,2 BHK,927.0,2.0,1.0,50.0,4713.6
Super built-up  Area,Ready To Move,Varthur,3 BHK,1520.0,2.0,3.0,61.0,3361.17
Plot  Area,Ready To Move,BTM Layout 2nd Stage 1st Phase,4 Bedroom,2400.0,5.0,2.0,395.0,3848.85
Built-up  Area,Ready To Move,Hebbal,2 BHK,1333.0,2.0,1.0,104.0,936.51
Super built-up  Area,18-Mar,Tunganagara,1 BHK,600.0,1.0,0.0,18.0,5876.72
Super built-up  Area,18-Sep,Abbigere,3 BHK,1326.0,2.0,1.0,34.8,7534.86
Super built-up  Area,18-Mar,Sarjapur  Road,3 BHK,1773.5,2.0,2.0,85.125,1654.49
Built-up  Area,Ready To Move,Koramangala,2 BHK,1370.0,2.0,2.0,125.0,389.23
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1100.0,2.0,2.0,85.0,339.79
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1650.0,3.0,3.0,100.0,1928.48
Super built-up  Area,18-May,Kasavanhalli,3 BHK,1917.0,3.0,2.0,132.0,4824.66
Carpet  Area,Ready To Move,Doddakannelli,3 BHK,780.0,3.0,2.0,75.0,8973.43
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,950.0,2.0,1.0,58.11,9044.44
Super built-up  Area,Ready To Move,T C Palya main Road,2 BHK,1175.0,2.0,1.0,48.72,8407.66
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1089.0,2.0,1.0,43.55,4181.84
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1804.0,3.0,2.0,175.0,8752.61
Super built-up  Area,Ready To Move,Hoodi,2 BHK,1257.0,2.0,1.0,68.5,8384.75
Super built-up  Area,Ready To Move,Sarjapur,1 BHK,650.0,1.0,2.0,19.87,1516.07
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1850.0,3.0,2.0,150.0,1204.64
Built-up  Area,Ready To Move,Vishwapriya Nagar,4 Bedroom,2800.0,4.0,1.0,200.0,4837.56
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,945.0,2.0,2.0,40.0,2243.78
Super built-up  Area,22-Dec,Koramangala,2 BHK,1161.0,2.0,1.0,63.85,554.88
Super built-up  Area,17-Apr,Banashankari Stage V,3 BHK,1630.0,3.0,2.0,51.35,7096.83
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1310.0,2.0,2.0,60.0,479.67
Super built-up  Area,Ready To Move,Lake City,2 BHK,750.0,2.0,1.0,28.0,6327.51
Plot  Area,18-Sep,Whitefield,3 Bedroom,1200.0,3.0,1.0,67.77,1236.22
Super built-up  Area,Ready To Move,Vittal Nagar,2 BHK,1000.0,2.0,1.0,45.0,7487.04
Plot  Area,Ready To Move,Old Madras Road,4 Bedroom,4000.0,4.0,2.0,225.0,9308.81
Built-up  Area,Ready To Move,Nagavara,2 BHK,1315.0,2.0,2.0,70.0,996.7
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,1370.0,2.0,2.0,90.0,5669.86
Plot  Area,Ready To Move,Ulsoor,5 Bedroom,1200.0,4.0,3.0,150.0,370.43
Built-up  Area,Ready To Move,Bellandur,2 BHK,1465.0,3.0,3.0,90.0,1549.93
Plot  Area,Ready To Move,JP Nagar,3 BHK,20000.0,3.0,2.0,175.0,664.44
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128.0,2.0,1.0,64.0,1918.3
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,1250.0,2.0,2.0,70.0,4952.1
Super built-up  Area,19-Jun,Hebbal,3 BHK,1645.0,3.0,2.0,117.0,1940.25
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,1284.0,2.0,2.0,75.0,3442.84
Super built-up  Area,18-Mar,Hebbal,3 BHK,2600.0,3.0,2.0,199.0,1523.62
Super built-up  Area,19-Jun,Kodigehalli,3 BHK,1820.0,3.0,2.0,150.0,3399.93
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1580.0,3.0,1.0,73.0,1872.53
Built-up  Area,Ready To Move,Akshaya Nagar,3 Bedroom,2650.0,3.0,2.0,125.0,6708.66
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1215.0,2.0,1.0,68.0,1603.22
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1075.0,2.0,1.0,40.0,1797.89
Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,1400.0,2.0,3.0,78.0,4052.17
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1400.0,2.0,1.0,55.0,3270.14
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,1.0,30.0,3757.76
Super built-up  Area,Ready To Move,Hegde Nagar,4 BHK,2600.0,4.0,3.0,40.0,5204.53
Built-up  Area,Ready To Move,Sarjapur,4 Bedroom,3854.5,6.0,0.0,385.5,954.77
Super built-up  Area,Ready To Move,Richards Town,2 BHK,800.0,2.0,1.0,85.0,2936.92
Super built-up  Area,Ready To Move,Panathur,2 BHK,1199.0,2.0,1.0,85.0,5794.92
Super built-up  Area,Ready To Move,Gunjur,2 BHK,1175.0,2.0,2.0,43.48,2061.94
Plot  Area,Ready To Move,Sahakara Nagar,3 Bedroom,2400.0,3.0,2.0,270.0,4924.27
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1767.0,3.0,2.0,109.0,839.36
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,1800.0,3.0,1.0,90.0,1304.4
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,1856.0,3.0,2.0,135.0,9265.7
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,1200.0,3.0,2.0,140.0,9878.57
Super built-up  Area,18-Jun,Rajaji Nagar,3 BHK,1613.0,3.0,0.0,150.0,618.52
Super built-up  Area,Ready To Move,Jakkur,4 BHK,6830.0,5.0,2.0,795.0,4131.46
Built-up  Area,Ready To Move,Whitefield,2 BHK,1290.0,2.0,0.0,90.0,1887.02
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1375.0,2.0,1.0,78.0,6613.73
Super built-up  Area,Ready To Move,Bagalur,2 BHK,985.0,2.0,2.0,57.0,4461.25
Plot  Area,Ready To Move,Jeevan bima nagar,4 Bedroom,1200.0,4.0,1.0,200.0,9452.09
Super built-up  Area,Ready To Move,Singasandra,2 BHK,1099.0,2.0,1.0,37.5,8302.28
Super built-up  Area,18-Mar,Electronic City,1 BHK,605.0,1.0,0.0,13.31,1678.05
Built-up  Area,Ready To Move,RMV Extension Stage 2,7 Bedroom,3600.0,7.0,3.0,160.0,2400.68
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1200.0,2.0,1.0,53.0,1053.21
Built-up  Area,Ready To Move,Hulimavu,2 BHK,1000.0,2.0,1.0,45.0,1625.95
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1159.0,2.0,3.0,38.0,1063.67
Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,3692.0,5.0,2.0,340.0,1326.41
Plot  Area,Ready To Move,Devi Nagar,2 Bedroom,600.0,2.0,1.0,80.0,8474.01
Plot  Area,Ready To Move,4th Block Koramangala,4 Bedroom,2400.0,4.0,3.0,600.0,8487.67
Built-up  Area,Ready To Move,BTM Layout,3 BHK,1540.0,2.0,2.0,78.0,526.63
Built-up  Area,Ready To Move,"JP Nagar 7th Phase,",3 BHK,1503.0,2.0,2.0,93.0,8545.33
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1850.0,4.0,2.0,120.0,8870.35
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,1580.0,3.0,1.0,60.0,1585.73
Super built-up  Area,Ready To Move,Mico Layout,2 BHK,1190.0,2.0,2.0,39.25,4598.98
Plot  Area,Ready To Move,Sampigehalli,2 Bedroom,1200.0,2.0,1.0,61.0,4918.08
Plot  Area,Ready To Move,HAL 2nd Stage,7 Bedroom,1000.0,7.0,3.0,250.0,5203.89
Super built-up  Area,18-Nov,Jakkur,2 BHK,850.0,1.0,1.0,19.9,3817.63
Super built-up  Area,Ready To Move,Domlur,3 BHK,2180.0,3.0,2.0,285.0,1127.79
Super built-up  Area,Ready To Move,Hennur Bande,3 BHK,2500.0,2.0,1.0,60.0,4466.63
Plot  Area,18-Dec,ITPL,3 Bedroom,1200.0,3.0,1.0,56.12,6187.3
Super built-up  Area,Ready To Move,Kamakshipalya,3 BHK,1500.0,2.0,2.0,52.0,9359.06
Plot  Area,Ready To Move,Navodaya Nagar,5 Bedroom,1200.0,3.0,2.0,180.0,3731.36
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1880.0,3.0,3.0,120.0,1664.32
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,1150.0,2.0,2.0,45.0,7810.98
Plot  Area,18-May,Kasavanhalli,4 Bedroom,4408.0,4.0,2.0,344.0,3670.28
Super built-up  Area,Ready To Move,Bellandur,2 BHK,924.0,2.0,2.0,35.11,1907.09
Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,7800.0,6.0,2.0,385.0,1482.17
Plot  Area,Ready To Move,Kumaraswami Layout,6 Bedroom,600.0,6.0,3.0,100.0,5546.08
Plot  Area,18-Feb,Pattanagere,4 Bedroom,750.0,4.0,1.0,95.0,8295.77
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,1962.0,3.0,2.0,175.0,4801.56
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,1200.0,4.0,3.0,240.0,7854.57
Super built-up  Area,18-Nov,B Narayanapura,3 BHK,1765.0,3.0,2.0,77.27,3277.98
Super built-up  Area,Ready To Move,Attibele,2 BHK,1174.0,2.0,1.0,29.35,6518.22
Super built-up  Area,19-Jun,Bannerghatta Road,3 BHK,1894.0,3.0,1.0,115.0,1337.81
Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,960.0,2.0,2.0,138.0,1564.03
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,1760.0,3.0,2.0,142.0,4548.66
Built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,1768.0,3.0,3.0,95.0,7739.52
Built-up  Area,Ready To Move,Kothanur,3 BHK,1790.0,3.0,0.0,97.0,3544.48
Plot  Area,17-Jul,Kumara Park,4 Bedroom,3500.0,5.0,1.0,800.0,6312.49
Plot  Area,18-Dec,Whitefield,2 Bedroom,1200.0,2.0,1.0,45.0,1541.27
Built-up  Area,Ready To Move,Kengeri,4 Bedroom,2540.0,4.0,0.0,160.0,1347.59
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1137.0,2.0,1.0,53.4,9258.64
Super built-up  Area,22-May,Jakkur,4 BHK,3181.0,2.0,2.0,229.0,6485.08
Plot  Area,Ready To Move,Guni Agrahara,7 Bedroom,1200.0,6.0,2.0,115.0,8892.66
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,1568.0,2.0,2.0,100.0,1761.62
Built-up  Area,Ready To Move,Devanahalli,4 Bedroom,4920.0,4.0,0.0,393.5,5231.51
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1308.0,2.0,1.0,60.0,4610.59
Super built-up  Area,19-Aug,Shankarapuram,4 BHK,3060.0,4.0,2.0,350.0,5842.57
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1200.0,2.0,1.0,41.0,3652.43
Super built-up  Area,Ready To Move,Shetty Halli,1 BHK,800.0,1.0,2.0,32.0,4593.43
Super built-up  Area,19-Dec,Electronic City,1 BHK,530.0,1.0,1.0,13.5,1429.32
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,873.0,2.0,1.0,40.0,3612.19
Plot  Area,Ready To Move,AGB Layout,7 Bedroom,3000.0,6.0,3.0,145.0,5474.34
Plot  Area,Ready To Move,2nd Stage Arekere Mico Layout,4 Bedroom,1200.0,4.0,1.0,235.0,7495.47
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,958.0,2.0,1.0,33.53,4719.42
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,160.0,3764.96
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,2273.0,3.0,3.0,159.0,8560.69
Plot  Area,18-May,Banashankari Stage VI,3 Bedroom,600.0,3.0,2.0,90.0,3692.78
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,760.0,1.0,2.0,50.0,1125.66
Super built-up  Area,Ready To Move,Dommasandra,2 BHK,1090.0,2.0,2.0,43.5,6565.33
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,155.0,5425.29
Super built-up  Area,Ready To Move,Bellandur,3 BHK,2666.0,3.0,1.0,230.0,1967.65
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1550.0,2.0,1.0,89.0,1975.68
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,1251.0,2.0,1.0,50.0,2536.55
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2.0,1.0,53.0,849.17
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1200.0,2.0,2.0,45.0,7935.44
Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1435.0,2.0,2.0,60.0,1341.18
Built-up  Area,Ready To Move,Bommasandra,3 BHK,1400.0,2.0,3.0,45.0,3705.27
Super built-up  Area,Ready To Move,Judicial Layout,4 BHK,2330.0,3.0,2.0,94.71,7952.66
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1200.0,2.0,3.0,60.0,837.41
Super built-up  Area,Ready To Move,Panathur,2 BHK,1000.0,2.0,2.0,40.0,6610.59
Super built-up  Area,18-Sep,Bannerghatta Road,3 BHK,1655.0,2.0,2.0,62.89,966.38
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,9 Bedroom,3600.0,9.0,3.0,240.0,2254.62
Plot  Area,Ready To Move,Bidrahalli,1 Bedroom,600.0,1.0,1.0,35.0,4229.71
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1175.0,2.0,1.0,50.0,1952.32
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1155.0,2.0,2.0,40.43,1631.8
Plot  Area,Ready To Move,Magadi Road,3 Bedroom,1200.0,3.0,2.0,98.0,8609.6
Super built-up  Area,Ready To Move,Budigere,2 BHK,1149.0,2.0,2.0,65.0,5192.9
Super built-up  Area,Ready To Move,Jakkur,3 BHK,1745.0,2.0,2.0,98.485,5354.19
Plot  Area,Ready To Move,Choodasandra,4 Bedroom,3200.0,4.0,2.0,375.0,4703.45
Super built-up  Area,Ready To Move,Chinnapanahalli,2 BHK,1010.0,2.0,2.0,55.0,6364.54
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1718.0,3.0,2.0,119.0,6862.8
Super built-up  Area,Ready To Move,Bilal Nagar,2 BHK,650.0,1.0,1.0,20.0,7422.42
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1330.0,2.0,2.0,77.0,428.56
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1200.0,2.0,2.0,68.0,9640.58
Super built-up  Area,21-Dec,Bannerghatta Road,3 BHK,1693.0,3.0,2.0,89.0,1003.71
Super built-up  Area,19-Dec,Koramangala,2 BHK,1249.0,2.0,1.0,165.0,782.83
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1800.0,4.0,1.0,125.0,817.83
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,900.0,2.0,0.0,55.0,6367.88
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,1020.0,2.0,1.0,46.0,5333.57
Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,1700.0,3.0,2.0,77.0,6143.86
Built-up  Area,18-Jun,Panathur,1 BHK,661.0,1.0,1.0,40.0,5711.99
Super built-up  Area,17-Sep,Bannerghatta Road,2 BHK,1280.0,2.0,2.0,60.16,1322.71
Plot  Area,Ready To Move,Krishna Nagar,5 Bedroom,1000.0,4.0,2.0,90.0,5903.93
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1170.0,2.0,1.0,48.0,8129.06
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,933.0,2.0,1.0,58.0,1623.05
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1150.0,2.0,0.0,44.0,1799.93
Super built-up  Area,Ready To Move,Benson Town,4 BHK,3633.0,6.0,2.0,550.0,2499.92
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1380.0,3.0,3.0,130.0,604.76
Built-up  Area,Ready To Move,Banjara Layout,2 Bedroom,1050.0,2.0,1.0,64.8,7096.36
Super built-up  Area,Ready To Move,Kanakapura Main Road,2 BHK,1080.0,2.0,1.0,37.8,5588.16
Super built-up  Area,Ready To Move,Harlur,2 BHK,1303.0,2.0,1.0,90.0,1383.27
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,40.54,2627.56
Built-up  Area,Ready To Move,Nagarbhavi,5 Bedroom,2500.0,3.0,2.0,180.0,3992.91
Plot  Area,Ready To Move,Sarjapur  Road,5 Bedroom,1200.0,4.0,1.0,95.0,1056.56
Super built-up  Area,18-May,Bommanahalli,3 BHK,1250.0,3.0,2.0,41.0,926.62
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1419.0,2.0,3.0,87.0,7781.49
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1200.0,2.0,3.0,49.0,630.36
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1120.0,2.0,2.0,65.0,3901.21
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,762.5,1.0,0.0,45.4,1675.61
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1245.0,2.0,1.0,75.0,862.46
Built-up  Area,Ready To Move,Palanahalli,4 Bedroom,3978.0,4.0,3.0,428.0,9189.72
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1093.0,2.0,1.0,34.0,6588.03
Super built-up  Area,18-Jul,Electronic City,2 BHK,1025.0,1.0,1.0,26.63,1331.98
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1345.0,2.0,1.0,97.0,1503.04
Plot  Area,Ready To Move,Suryanagar,2 Bedroom,1500.0,2.0,1.0,45.0,9832.55
Super built-up  Area,21-Jun,Vijayanagar,2 BHK,1180.0,2.0,1.0,86.0,3064.61
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,1020.0,2.0,1.0,48.45,9337.25
Super built-up  Area,Ready To Move,Nanjappa Layout,3 BHK,1800.0,3.0,3.0,85.0,3581.27
Super built-up  Area,18-Aug,Konanakunte,4 BHK,3621.0,4.0,1.0,511.0,4337.36
Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,2008.0,3.0,2.0,170.0,6085.28
Super built-up  Area,18-Jun,Kothannur,3 BHK,1240.0,2.0,2.0,39.85,7093.3
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1020.0,2.0,1.0,55.0,1779.47
Super built-up  Area,Ready To Move,2nd Stage Arekere Mico Layout,3 BHK,2095.0,3.0,2.0,142.0,9917.83
Super built-up  Area,Ready To Move,Gunjur,3 BHK,1362.0,3.0,2.0,62.63,2777.7
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,694.0,1.0,0.0,30.84,856.9
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,2.0,70.0,8608.2
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1192.0,2.0,3.0,47.0,1525.26
Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,1050.0,1.0,0.0,35.0,2989.66
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1259.0,2.0,1.0,67.48,8196.17
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1000.0,2.0,2.0,34.0,1724.49
Super built-up  Area,20-Dec,Rachenahalli,2 BHK,985.0,2.0,1.0,49.97,5498.86
Built-up  Area,Ready To Move,Indira Nagar,1 BHK,850.0,1.0,2.0,60.0,5136.5
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,1650.0,2.0,1.0,50.0,1968.49
Plot  Area,Ready To Move,Rajaji Nagar,5 Bedroom,2400.0,3.0,1.0,320.0,631.68
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1900.0,4.0,1.0,180.0,1289.89
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,1367.0,2.0,2.0,86.0,4963.24
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1210.0,2.0,2.0,81.0,665.55
Super built-up  Area,Ready To Move,Duvasapalya,2 BHK,1190.0,2.0,1.0,48.6,4695.28
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1175.0,2.0,2.0,42.0,1006.05
Super built-up  Area,Ready To Move,R.T. Nagar,4 BHK,2800.0,4.0,2.0,400.0,6708.84
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1140.0,2.0,2.0,40.0,1147.98
Super built-up  Area,Ready To Move,Hoskote,2 BHK,1095.0,2.0,2.0,33.6,5886.72
Super built-up  Area,Ready To Move,Attibele,1 BHK,782.0,1.0,0.0,19.55,4353.82
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,1435.0,2.0,2.0,80.0,7584.59
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,725.0,2.0,2.0,36.0,4849.89
Built-up  Area,Ready To Move,BCMC Layout,3 BHK,1600.0,2.0,2.0,88.0,3001.7
Plot  Area,Ready To Move,9th Phase JP Nagar,5 Bedroom,1200.0,5.0,2.0,160.0,3888.55
Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,3205.0,4.0,2.0,300.0,9535.31
Plot  Area,Ready To Move,Vishwapriya Layout,4 Bedroom,720.0,3.0,1.0,95.0,9071.48
Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,1674.0,3.0,2.0,90.0,4635.26
Plot  Area,Ready To Move,Jnanabharathi Layout,4 Bedroom,860.0,4.0,2.0,125.0,8448.6
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243.0,2.0,2.0,46.0,1530.29
Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,1703.0,3.0,2.0,130.0,1965.09
Super built-up  Area,18-May,Padmanabhanagar,3 BHK,1350.0,3.0,1.0,71.55,5615.24
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1145.0,2.0,1.0,41.21,7770.22
Super built-up  Area,18-Apr,Whitefield,2 BHK,1216.0,2.0,1.0,75.0,876.24
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1100.0,3.0,1.0,60.0,2792.49
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,2425.0,5.0,1.0,201.0,1956.58
Plot  Area,Ready To Move,Kothanur,4 Bedroom,2700.0,4.0,2.0,175.0,3077.96
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,40.54,2575.76
Carpet  Area,Ready To Move,Kanakpura Road,3 BHK,1600.0,3.0,3.0,90.0,944.33
Super built-up  Area,17-Oct,Banashankari Stage V,3 BHK,1510.0,3.0,3.0,47.57,7924.7
