area_type,availability,location,size,total_sqft,bath,balcony,price,Distance_to_nearest_MRT_station_m
Super built-up  Area,Ready To Move,PNS Layout,2 BHK,1166,2,3,65,6464.88
Built-up  Area,Ready To Move,Venkatapura,3 BHK,2700,2,1,260,3916.52
Built-up  Area,Ready To Move,Electronic City Phase II,4 BHK,1900,3,1,97,1635.47
Plot  Area,Ready To Move,Mathikere,3 BHK,1350,2,0,175,403.04
Super built-up  Area,18-Aug,Haralur Road,3 BHK,1520,2,2,96,1329.48
Plot  Area,Ready To Move,Harsha Layout,4 BHK,2100,6,3,100,3455.01
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,1175,2,2,50,8777.16
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,1432,2,2,68,3881.58
Super built-up  Area,18-Jun,Bommasandra Industrial Area,2 BHK,1005,2,1,39.77,9321.68
Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,1309,2,1,80,9049.61
Super built-up  Area,Ready To Move,Dairy Circle,3 BHK,2251,4,2,370,6252.08
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050,2,1,77,3488.74
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3,2,53,1543.33
Plot  Area,Ready To Move,Sanjay nagar,3 BHK,2400,3,3,310,8621.53
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1565,2,2,56.34,1318.17
Built-up  Area,Ready To Move,1st Stage Indira Nagar,2 BHK,940,2,1,56,8500.66
Super built-up  Area,18-Jun,Yarandahalli,2 BHK,1015,2,1,40.1,6237.2
Plot  Area,Ready To Move,BTM 2nd Stage,3 BHK,2400,2,0,360,9586.76
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1652,3,3,110,1383.65
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1100,2,2,52,1355.14
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,2340,4,1,145,8495.5
Super built-up  Area,21-Jul,Koramangala,2 BHK,1084,2,1,179,710.79
Plot  Area,Ready To Move,Kammanahalli,2 BHK,1200,1,1,81,1465.39
Super built-up  Area,Ready To Move,Kacharakanahalli,3 BHK,1400,3,3,69,4258.58
Plot  Area,16-Mar,HBR Layout,4 BHK,2400,5,0,320,1361.31
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1020,2,1,27.43,1961.69
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1267,2,1,90.33,1703.58
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,2439,4,3,185,3622.33
Built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,1645,3,2,95,3229.78
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,1100,2,2,75,6275.02
Built-up  Area,18-Dec,Electronic City,3 BHK,1320,2,1,38.12,1575.95
Super built-up  Area,18-Apr,Ananth Nagar,2 BHK,1000,2,1,29.7,8810.23
Built-up  Area,Ready To Move,Whitefield,4 BHK,5000,5,2,550,859.13
Built-up  Area,Ready To Move,KR Puram,6 BHK,2500,6,3,58,1822.93
Plot  Area,Ready To Move,Kengeri Satellite Town,2 BHK,2480,2,1,160,6838.81
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1086,2,2,44.5,4381.2
Super built-up  Area,18-Nov,Kengeri,1 BHK,416,1,1,18,1180.71
Built-up  Area,Ready To Move,Hennur Road,2 BHK,1066,2,1,52.23,4973.51
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,1730,3,1,93,6716.01
Super built-up  Area,20-Jan,Balagere,2 BHK,1205,2,1,63.86,3361.8
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,2500,5,2,175,990.24
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,960,2,1,55,8688.85
Super built-up  Area,18-Jul,Haralur Road,3 BHK,1510,3,2,83.05,959.12
Built-up  Area,Ready To Move,Kanaka Nagar,4 BHK,1600,4,2,90,4633.77
Built-up  Area,Ready To Move,Old Madras Road,3 BHK,2300,3,2,142,6173.59
Built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,1000,2,1,63,6619.85
Super built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,1160,2,1,46.39,8345.27
Super built-up  Area,19-Sep,Hormavu,3 BHK,1553,2,2,58.23,6131.33
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,3436,5,2,345,8529.05
Super built-up  Area,18-Aug,Seegehalli,2 BHK,1134,2,2,45,7328.42
Plot  Area,Ready To Move,Nagasandra,4 BHK,600,4,2,80,3791.7
Plot  Area,Ready To Move,Horamavu Agara,5 BHK,2400,3,3,80,4094.32
Plot  Area,18-Nov,Whitefield,4 BHK,2400,4,1,143,1324.44
Super built-up  Area,Ready To Move,Nagashetty Halli,2 BHK,1350,2,2,65,5778.23
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1032,2,1,42,1692.25
Super built-up  Area,Ready To Move,Tigalarpalya,3 BHK,1998,3,2,117,7065.16
Super built-up  Area,18-Aug,Murugeshpalya,2 BHK,1225,2,2,48,2776.27
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1262,2,2,67,1004.91
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,1842,3,2,115,4587.86
Super built-up  Area,Ready To Move,Thomas Town,2 BHK,1300,2,2,60,7028.51
Super built-up  Area,18-Jun,Kothannur,2 BHK,1070,2,2,38.6,5964.07
Built-up  Area,21-Dec,"Electronic city Phase 1,",2 BHK,950,2,1,33,6604.49
Super built-up  Area,18-Mar,Balagere,2 BHK,1012,2,1,53.58,4194.74
Built-up  Area,Ready To Move,TC Palaya,2 BHK,1000,2,0,70,7640.34
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,1394,2,2,56,1823.05
Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,1450,2,1,85,4805.58
Super built-up  Area,Ready To Move,Banaswadi,1 RK,527,1,0,35,1389.82
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1693,3,2,125,1970.63
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,3122,6,2,235,5332.69
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1000,2,1,46,7165.32
Built-up  Area,Ready To Move,Kogilu,2 BHK,952,2,2,49,2180.39
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2050,4,2,270,7242.11
Super built-up  Area,Ready To Move,Kengeri,1 BHK,1200,1,1,14,907.56
Super built-up  Area,19-Apr,Mysore Road,3 BHK,1410,2,2,64,1951.08
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,1400,2,2,108,8009.64
Plot  Area,Ready To Move,Chikka Tirupathi,4 BHK,3056,5,2,100,3576.32
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1826,3,2,125,1644.93
Super built-up  Area,18-Jun,Hosur Road,3 BHK,1689,3,2,103,7128.1
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075,2,1,31,2899.83
Super built-up  Area,Ready To Move,Bannerghatta Road,5 BHK,2500,4,2,1400,1830.05
Super built-up  Area,Ready To Move,Hennur,2 BHK,960,2,1,48,1948.2
Built-up  Area,Ready To Move,Channasandra,2 BHK,808,2,1,40,5497.11
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,907,2,2,38.5,9520.75
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1300,2,2,55,1500
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,1804,3,2,150,6768.69
Super built-up  Area,Ready To Move,Naidu Layout,3 BHK,1350,3,2,81,6181.38
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1836,3,2,125,1051.15
Super built-up  Area,Ready To Move,Sugama Layout,2 BHK,826,2,2,36,3026.04
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1200,2,3,68,4690.54
Super built-up  Area,18-Dec,1st Block Koramangala,4 BHK,3000,3,3,300,6568.06
Plot  Area,Ready To Move,Indira Nagar,4 BHK,2400,4,2,405,5659.72
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,1460,2,2,80,6139.4
Plot  Area,Ready To Move,Hoskote,4 BHK,1200,4,3,140,6941.94
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,965,2,2,56,5451.91
Carpet  Area,Ready To Move,Kothannur,4 BHK,2000,4,2,95,6165.28
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1395,2,2,70,2267.03
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1660,3,2,116,857.55
Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,935,2,2,35,8427.87
Super built-up  Area,Ready To Move,Hongasandra,2 BHK,1180,2,1,39,1484.82
Built-up  Area,18-Dec,Electronic City,2 BHK,1090,2,1,31.48,1712.85
Super built-up  Area,19-Jan,Kanakpura Road,2 BHK,1204,2,1,82,979.84
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072,4,2,153,7002.8
Built-up  Area,Ready To Move,Haralur Road,2 BHK,1056,2,1,65,1104.37
Super built-up  Area,18-Dec,Hebbal,2 BHK,985,2,2,62,1073.67
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,1315,2,2,49,3080.68
Built-up  Area,Ready To Move,KR Puram,2 BHK,734,2,1,22,956.41
Built-up  Area,Ready To Move,Kammanahalli,4 BHK,2900,4,2,200,1171.12
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,2317,4,3,140,940.25
Built-up  Area,Ready To Move,Singasandra,1 BHK,600,1,0,45,9901.01
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 BHK,2200,3,0,115,5160.43
Super built-up  Area,Ready To Move,Attibele,2 BHK,656,2,1,25,4390.97
Built-up  Area,Ready To Move,Attibele,1 BHK,400,1,1,11.5,4597.25
Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,666,1,1,36.8,593.85
Plot  Area,Ready To Move,Kadubeesanahalli,4 BHK,3293,5,2,425,4192.13
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1174,2,1,47,3724.87
Super built-up  Area,Ready To Move,Budigere,2 BHK,1153,2,2,56.7,6884.5
Plot  Area,Ready To Move,Jalahalli,4 BHK,1000,4,1,90,423.37
Built-up  Area,Ready To Move,Narayanapura,5 BHK,2400,5,2,85,6150.67
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,957,2,1,47,826.56
Built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,910,2,2,160,7484.97
Built-up  Area,17-Dec,Sarjapur  Road,2 BHK,1060,2,1,50,1296.71
Super built-up  Area,18-Jul,Banashankari,2 BHK,1000,2,1,50,435.03
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3,2,88,1048.2
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1150,2,2,40.25,1584.83
Super built-up  Area,18-Sep,Chandapura,3 BHK,1230,2,2,31.37,5248.65
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,3197,5,2,335,4257.62
Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,1703,3,2,130,1626.93
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1125,2,1,41.5,6955.51
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,1516,3,3,65,9010.7
Super built-up  Area,Ready To Move,Brookefield,2 BHK,1130,2,2,56,940.97
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596,5,1,279,8499.67
Super built-up  Area,19-Jun,Hosa Road,3 BHK,1512,3,2,103,7714.62
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1491,3,1,88,938.01
Super built-up  Area,Ready To Move,Cox Town,2 BHK,1250,2,2,95,3389.64
Super built-up  Area,18-Aug,Banashankari,3 BHK,1650,3,2,90.75,520.77
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140,2,1,48.7,3889.97
Plot  Area,Ready To Move,Behind Don Bosco Church,4 BHK,1200,4,1,110,3991.28
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1881,3,2,95,1571.4
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3,2,56.57,1258.38
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,2666,4,1,200,9697.7
Super built-up  Area,Ready To Move,Bagalur,2 BHK,1500,2,1,50,4989.92
Super built-up  Area,18-Dec,Seshadripuram,2 BHK,1217,2,1,164,3924.37
Built-up  Area,Ready To Move,Whitefield,2 BHK,1197,2,1,50,1881.78
Built-up  Area,Ready To Move,BHEL Layout,6 BHK,2400,4,1,170,4892.68
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,1345,3,2,60,8624.79
Plot  Area,Ready To Move,KR Puram,4 BHK,1200,4,2,100,1994.73
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,3230,5,0,165,1103.2
Super built-up  Area,Ready To Move,Banashankari Stage II,3 BHK,1260,2,1,95,6057.44
Built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,2750,5,1,240,1424.22
Plot  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1200,2,0,80,5064.52
Built-up  Area,Ready To Move,Devara Jeevanahalli,3 BHK,1650,3,0,52,3106.85
Super built-up  Area,Ready To Move,1st Block HBR Layout,1 BHK,600,1,0,45,4540.9
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1025,2,1,35.88,1138.32
Super built-up  Area,18-Dec,Sarjapur,4 BHK,2302.5,2,2,80.59,1332.32
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,973,2,1,56,4197.72
Super built-up  Area,19-Dec,Thanisandra main road,4 BHK,4110,4,2,590,9112.78
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2533,3,3,425,652.46
Super built-up  Area,Ready To Move,Balagere,2 BHK,1007,2,1,75,3596.4
Super built-up  Area,19-Mar,Hosa Road,1 BHK,800,1,0,39.99,7550.65
Built-up  Area,18-Dec,Sarjapur  Road,3 BHK,1830,3,1,119,1584.39
Super built-up  Area,Ready To Move,Nagavara,2 BHK,1077,2,1,50,1947.47
Plot  Area,Ready To Move,Immadihalli,1 BHK,672,1,1,27,4009.06
Plot  Area,Ready To Move,Shanthi Layout,3 BHK,1280,3,0,87,4735.53
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,865,2,0,40,1913.35
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1000,2,2,33,9524.94
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1285,2,2,65,1664.7
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,662,1,1,29,1718.92
Plot  Area,Ready To Move,Whitefield,5 BHK,2297,5,2,269,909.78
Plot  Area,Ready To Move,Sarjapura - Attibele Road,5 BHK,3750,6,3,295,6597.13
Super built-up  Area,Ready To Move,Kalkere,3 BHK,1850,3,3,95,4621.08
Super built-up  Area,Ready To Move,Harlur,3 BHK,1754,3,2,132,1017.46
Plot  Area,Ready To Move,Hennur Bande,5 BHK,1200,4,2,150,8672.12
Plot  Area,Ready To Move,1st Phase JP Nagar,5 BHK,2200,7,2,350,3945.27
Super built-up  Area,Ready To Move,Anugrah Layout,3 BHK,1567,3,1,100,6280.56
Super built-up  Area,Ready To Move,Hoskote,3 BHK,1695,3,3,50,6815.73
Plot  Area,Ready To Move,Hosahalli Extension,2 BHK,360,2,1,40,4300.82
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1150,2,1,69.44,1973.59
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1690,3,2,85,9960.02
Built-up  Area,18-Mar,1st Block Koramangala,3 BHK,2350,3,2,210,6889.32
Super built-up  Area,Ready To Move,Karuna Nagar,2 BHK,1057,2,1,65,4191
Super built-up  Area,19-Dec,Hebbal,2 BHK,1320,2,1,91,1179.33
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,2119,4,3,111,2848.99
Super built-up  Area,Ready To Move,Bandepalya,2 BHK,1125,2,1,48,5165.27
Super built-up  Area,18-Aug,Kanakpura Road,3 BHK,2254,3,2,170,1136.76
Super built-up  Area,20-Jan,Balagere,1 BHK,645,1,1,34.18,9805.61
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1050,2,2,52.08,4460.09
Super built-up  Area,18-May,Panathur,2 BHK,1040,2,1,41.6,6199.98
Super built-up  Area,18-Jun,Sarjapur  Road,3 BHK,1700,3,1,194,800.49
Super built-up  Area,Ready To Move,1st Block Jayanagar,3 BHK,1760,3,2,115,7173.28
Super built-up  Area,19-Mar,Bellandur,3 BHK,1138,3,2,128,1899.13
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,984,2,1,45.91,1145.52
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140,2,2,38.65,2371.05
Super built-up  Area,19-Dec,Whitefield,3 BHK,3596,3,1,200,1582.02
Super built-up  Area,Ready To Move,Kalkere,3 BHK,1365,3,2,54,7988.21
Super built-up  Area,Ready To Move,Bethel Nagar,1 BHK,560,1,0,19,7816.21
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404,2,1,75,5235.22
Super built-up  Area,Ready To Move,Bellandur,4 BHK,1540,4,3,45,1102.64
Built-up  Area,Ready To Move,Electronic City,3 BHK,1050,2,1,39,1947.1
Plot  Area,Ready To Move,Lingarajapuram,4 BHK,360,4,3,37,9463.1
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,1550,3,3,72.5,5371.95
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1653,3,3,93,1815.43
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,1194,2,2,47,1342.79
Super built-up  Area,Ready To Move,Narayana Nagar 1st Block,3 BHK,1471,2,3,75,5970.72
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700,2,1,35,988.12
Built-up  Area,Ready To Move,Kudlu Gate,2 BHK,812,2,1,38.25,5984.84
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1504,2,2,83,6761.92
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,1450,3,2,75,3157.53
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,957,2,2,54.5,6108.79
Carpet  Area,Ready To Move,Attibele,1 BHK,460,1,1,13,6344.07
Plot  Area,Ready To Move,poornaprajna layout,2 BHK,900,2,0,128,7760.32
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050,2,1,75,3270.31
Super built-up  Area,Ready To Move,Budigere,3 BHK,1820,3,2,85,6728.67
Super built-up  Area,19-Dec,Varthur Road,2 BHK,1033,2,2,32,3126.22
Plot  Area,Ready To Move,Kumaraswami Layout,2 BHK,800,1,1,90,6899.33
Plot  Area,Ready To Move,Kadabagere,1 BHK,520,2,0,29,8511.44
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,1165,2,2,88.5,6789.35
Super built-up  Area,Ready To Move,Gottigere,2 BHK,1280,2,1,61,1188.67
Built-up  Area,Ready To Move,Cambridge Layout,3 BHK,1950,3,3,230,3953.75
Plot  Area,Ready To Move,BTM 4th Stage,1 BHK,600,1,0,58,9212.94
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550,3,3,65.1,1364.91
Super built-up  Area,Ready To Move,Nagavarapalya,2 BHK,1392,2,1,130,9146.81
Super built-up  Area,Ready To Move,Jigani,3 BHK,1221,3,3,75,5757.56
Super built-up  Area,Ready To Move,AMS Layout,1 BHK,1000,1,1,19,7719.34
Built-up  Area,Ready To Move,KR Garden,2 BHK,1300,2,2,60,8629.83
Built-up  Area,Ready To Move,Hoskote,2 BHK,1065,2,3,31.5,5977.47
Built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,1209,2,3,65,2796.11
Plot  Area,Ready To Move,BTM 1st Stage,1 BHK,375,1,0,40,6595.43
Plot  Area,Ready To Move,Dollars Colony,3 BHK,7800,3,2,2000,3606.09
Super built-up  Area,19-Mar,Sarjapur  Road,3 BHK,1929,4,1,101,1248.38
Built-up  Area,Ready To Move,Hennur Road,2 BHK,1255,2,1,84,5716.85
Super built-up  Area,19-Dec,Jalahalli,2 BHK,1035,2,1,31.05,347.85
Plot  Area,Ready To Move,Annapurneshwari Nagar,4 BHK,1200,5,2,270,9402.09
Super built-up  Area,18-May,Banashankari,3 BHK,1650,3,2,101,345.52
Built-up  Area,Ready To Move,Whitefield,3 BHK,1275,2,3,65,1577.85
Super built-up  Area,18-Aug,Electronic City,2 BHK,1128,2,1,65.58,1295.83
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140,2,2,38.55,2811.24
Plot  Area,Ready To Move,OMBR Layout,4 BHK,1200,4,2,200,7756.86
Super built-up  Area,21-Nov,Thanisandra,2 BHK,1183,2,2,58.56,880.51
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1155,2,1,39,1512.45
Super built-up  Area,Ready To Move,Kengeri,3 BHK,1245,2,2,43.57,1726.44
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1000,2,1,38,8797.49
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1040,2,1,75,2341.06
Super built-up  Area,Ready To Move,Ardendale,4 BHK,2062,3,2,140,9281.93
Super built-up  Area,Ready To Move,Kundalahalli Colony,3 BHK,1477,2,2,75,7593.02
Plot  Area,17-Aug,Nagadevanahalli,4 BHK,1050,3,3,85,9172.98
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1525,2,2,65,1382.34
Plot  Area,Immediate Possession,Carmelaram,2 BHK,2000,2,2,120,5626.1
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,1220,2,1,65,9433.27
Super built-up  Area,Ready To Move,Hebbal,3 BHK,2388,3,1,195,1879.89
Super built-up  Area,18-Apr,Electronic City,2 BHK,1355,2,1,97.6,1337.79
Built-up  Area,Ready To Move,Whitefield,2 BHK,1141,2,1,62,1129.3
Super built-up  Area,21-Jun,Vijayanagar,2 BHK,1046,2,0,49.06,2786.34
Super built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,630,1,2,35,1265.32
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,1247,2,2,62.35,5008.07
Built-up  Area,Ready To Move,Marathahalli,4 BHK,3855,4,3,220,1122.3
Super built-up  Area,Ready To Move,Geddalahalli,2 BHK,850,2,1,32.5,9027.44
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1120,2,2,36,883.83
Plot  Area,Ready To Move,HSR Layout,8 BHK,800,8,2,285,1613.13
Super built-up  Area,18-Aug,Jakkur,3 BHK,1798,3,1,110,4209.74
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1180,2,1,45,2689.01
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,1000,2,1,34,3430.8
Super built-up  Area,19-Mar,Whitefield,2 BHK,1216,2,1,82,1123.97
Built-up  Area,Ready To Move,Margondanahalli,2 BHK,900,2,0,65,8378.95
Built-up  Area,Ready To Move,TC Palaya,2 BHK,1100,2,0,65,9195.11
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,1842,3,2,115,4550.69
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075,2,1,43,2927.1
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1495,3,3,88,1364.39
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1700,3,3,120,1848.29
Super built-up  Area,20-Dec,Whitefield,3 BHK,1564,3,1,103,1715.36
Super built-up  Area,18-Apr,Reliaable Tranquil Layout,2 BHK,1256,2,1,65,6591.54
Super built-up  Area,18-Jun,Kundalahalli,2 BHK,1047,2,1,89,3341.49
Super built-up  Area,18-Apr,Bhoganhalli,3 BHK,1458,3,1,78.45,3694.71
Super built-up  Area,19-Dec,Hoodi,2 BHK,1063,2,1,61.17,3066.77
Super built-up  Area,Ready To Move,Sadashiva Nagar,4 BHK,7400,5,2,1850,5820.23
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1150,2,1,52.5,9350.7
Built-up  Area,Ready To Move,Chandapura,1 BHK,450,1,1,9,6220.94
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,1360,2,0,45,1451.41
Built-up  Area,Ready To Move,Marathahalli,3 BHK,1605,3,2,76,1435.57
Carpet  Area,Ready To Move,Nagarbhavi,3 BHK,1200,4,2,205,5434.39
Super built-up  Area,18-Aug,Haralur Road,3 BHK,1810,3,2,100,1424.62
Super built-up  Area,18-Aug,LB Shastri Nagar,2 BHK,1250,2,2,48.5,7587.68
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,1475,2,2,58.99,5928.54
Built-up  Area,Ready To Move,R.T. Nagar,2 BHK,1100,3,0,125,7999.07
Super built-up  Area,18-Dec,Dommasandra,2 BHK,850,2,1,25.4,6583.7
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1025,2,1,26.65,985.62
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,980,2,1,45,1341.86
Super built-up  Area,Ready To Move,Basavanagara,3 BHK,1428,2,1,70,5856.14
Super built-up  Area,Ready To Move,Shanti Nagar,2 BHK,1130,2,2,74,7812.25
Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,1592,3,2,125,1099.84
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,2050,3,3,82,620.13
Super built-up  Area,Ready To Move,Bagalur,2 BHK,1407,2,1,83.87,6632.47
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,4170,3,2,800,5926.92
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1585,3,1,84,1893.22
Built-up  Area,Ready To Move,Jakkur,3 BHK,1785,3,2,130,9952.15
Built-up  Area,Ready To Move,BSM Extension,2 BHK,900,2,3,45,3742.64
Plot  Area,Ready To Move,Somanna Garden,4 BHK,1350,4,2,160,4631.37
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3,2,96.2,1940.46
Super built-up  Area,Ready To Move,Munivenkatppa Layout,4 BHK,2375,3,2,260,9708.29
Super built-up  Area,Ready To Move,RPC layout,2 BHK,1200,2,1,67,3683.95
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1113,2,1,52,3104.99
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125,2,1,47,993.32
Plot  Area,18-Jul,Whitefield,3 BHK,1200,3,1,56,1995.22
Super built-up  Area,Ready To Move,Anekal,3 BHK,1150,3,2,45,4540
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,770,1,1,70,551.27
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1181,2,2,57,8938.92
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550,3,3,64.7,824.48
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,1200,2,2,86,7231.42
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295,2,2,55.47,2554.05
Plot  Area,Ready To Move,Kenchenahalli,3 BHK,480,3,3,65,9036.34
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1506,3,1,95,2566.92
Built-up  Area,Ready To Move,"HSR Layout 7th sector,",3 BHK,1872,3,2,152,7807.29
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,2900,4,2,240,1609.06
